Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Dhaka,PM2.5 - Principal,1/1/2023 1:00,2023,1,1,1,297.6,348,Hazardous,340,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/1/2023 2:00,2023,1,1,2,254.8,305,Hazardous,212,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/1/2023 3:00,2023,1,1,3,217.7,268,Very Unhealthy,179,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/1/2023 4:00,2023,1,1,4,199.9,250,Very Unhealthy,180,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/1/2023 5:00,2023,1,1,5,173.7,224,Very Unhealthy,149,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/1/2023 6:00,2023,1,1,6,139.8,195,Unhealthy,106,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/1/2023 7:00,2023,1,1,7,113.9,181,Unhealthy,88,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/1/2023 8:00,2023,1,1,8,101.9,175,Unhealthy,90,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/1/2023 9:00,2023,1,1,9,109.9,179,Unhealthy,118,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/1/2023 10:00,2023,1,1,10,117.4,183,Unhealthy,125,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/1/2023 11:00,2023,1,1,11,141.2,195,Unhealthy,165,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/1/2023 12:00,2023,1,1,12,140.5,195,Unhealthy,140,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/1/2023 13:00,2023,1,1,13,137.2,193,Unhealthy,134,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/1/2023 14:00,2023,1,1,14,128.1,188,Unhealthy,119,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/1/2023 15:00,2023,1,1,15,121.5,185,Unhealthy,115,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/1/2023 16:00,2023,1,1,16,114.6,182,Unhealthy,106,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/1/2023 17:00,2023,1,1,17,116.6,183,Unhealthy,119,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/1/2023 18:00,2023,1,1,18,153.2,204,Very Unhealthy,190,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/1/2023 19:00,2023,1,1,19,251.6,302,Hazardous,350,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/1/2023 20:00,2023,1,1,20,305.3,355,Hazardous,359,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/1/2023 21:00,2023,1,1,21,302.6,353,Hazardous,300,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/1/2023 22:00,2023,1,1,22,263.8,314,Hazardous,225,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/1/2023 23:00,2023,1,1,23,238.9,289,Very Unhealthy,214,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/2/2023 0:00,2023,1,2,0,230.9,281,Very Unhealthy,223,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/2/2023 1:00,2023,1,2,1,219.9,270,Very Unhealthy,209,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/2/2023 2:00,2023,1,2,2,217.5,267,Very Unhealthy,215,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/2/2023 3:00,2023,1,2,3,209.2,259,Very Unhealthy,201,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/2/2023 4:00,2023,1,2,4,217.6,267,Very Unhealthy,226,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/2/2023 5:00,2023,1,2,5,234.3,284,Very Unhealthy,253,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/2/2023 6:00,2023,1,2,6,238,288,Very Unhealthy,244,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/2/2023 7:00,2023,1,2,7,259.1,310,Hazardous,286,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/2/2023 8:00,2023,1,2,8,248.4,298,Very Unhealthy,242,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/2/2023 9:00,2023,1,2,9,221.5,271,Very Unhealthy,176,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/2/2023 10:00,2023,1,2,10,206.2,256,Very Unhealthy,182,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/2/2023 11:00,2023,1,2,11,204.2,254,Very Unhealthy,201,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/2/2023 12:00,2023,1,2,12,177.1,227,Very Unhealthy,151,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/2/2023 13:00,2023,1,2,13,139.6,194,Unhealthy,104,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/2/2023 14:00,2023,1,2,14,113.2,181,Unhealthy,87,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/2/2023 15:00,2023,1,2,15,102.6,175,Unhealthy,92,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/2/2023 16:00,2023,1,2,16,98.3,173,Unhealthy,94,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/2/2023 17:00,2023,1,2,17,100.6,174,Unhealthy,103,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/2/2023 18:00,2023,1,2,18,118.3,183,Unhealthy,136,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/2/2023 19:00,2023,1,2,19,151.1,202,Very Unhealthy,184,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/2/2023 20:00,2023,1,2,20,178,228,Very Unhealthy,205,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/2/2023 21:00,2023,1,2,21,218.5,268,Very Unhealthy,259,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/2/2023 22:00,2023,1,2,22,256.7,307,Hazardous,295,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/2/2023 23:00,2023,1,2,23,266.9,317,Hazardous,277,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/3/2023 0:00,2023,1,3,0,269.9,320,Hazardous,273,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/3/2023 1:00,2023,1,3,1,257.5,308,Hazardous,245,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/3/2023 2:00,2023,1,3,2,247.7,297,Very Unhealthy,238,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/3/2023 3:00,2023,1,3,3,250.4,300,Very Unhealthy,253,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/3/2023 4:00,2023,1,3,4,245.2,295,Very Unhealthy,240,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/3/2023 5:00,2023,1,3,5,266.1,316,Hazardous,287,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/3/2023 6:00,2023,1,3,6,261,311,Hazardous,259,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/3/2023 7:00,2023,1,3,7,249.1,299,Very Unhealthy,224,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/3/2023 8:00,2023,1,3,8,246.2,296,Very Unhealthy,231,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/3/2023 9:00,2023,1,3,9,236.6,286,Very Unhealthy,215,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/3/2023 10:00,2023,1,3,10,207.4,257,Very Unhealthy,173,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/3/2023 11:00,2023,1,3,11,200.8,251,Very Unhealthy,191,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/3/2023 12:00,2023,1,3,12,199.6,250,Very Unhealthy,198,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/3/2023 13:00,2023,1,3,13,196.1,246,Very Unhealthy,191,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/3/2023 14:00,2023,1,3,14,202.8,253,Very Unhealthy,213,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/3/2023 15:00,2023,1,3,15,212.7,263,Very Unhealthy,228,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/3/2023 16:00,2023,1,3,16,208.8,259,Very Unhealthy,203,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/3/2023 17:00,2023,1,3,17,202.8,253,Very Unhealthy,192,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/3/2023 18:00,2023,1,3,18,200,250,Very Unhealthy,191,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/3/2023 19:00,2023,1,3,19,200,250,Very Unhealthy,201,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/3/2023 20:00,2023,1,3,20,197.5,248,Very Unhealthy,191,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/3/2023 21:00,2023,1,3,21,196.5,247,Very Unhealthy,194,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/3/2023 22:00,2023,1,3,22,197.6,248,Very Unhealthy,197,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/3/2023 23:00,2023,1,3,23,195.7,246,Very Unhealthy,188,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/4/2023 0:00,2023,1,4,0,194.2,244,Very Unhealthy,188,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/4/2023 1:00,2023,1,4,1,190.2,240,Very Unhealthy,179,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/4/2023 2:00,2023,1,4,2,185.5,236,Very Unhealthy,174,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/4/2023 3:00,2023,1,4,3,183.7,234,Very Unhealthy,170,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/4/2023 4:00,2023,1,4,4,179.6,230,Very Unhealthy,166,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/4/2023 5:00,2023,1,4,5,169.6,220,Very Unhealthy,150,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/4/2023 6:00,2023,1,4,6,155.1,206,Very Unhealthy,134,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/4/2023 7:00,2023,1,4,7,151.6,202,Very Unhealthy,143,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/4/2023 8:00,2023,1,4,8,148.4,199,Unhealthy,142,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/4/2023 9:00,2023,1,4,9,145.8,198,Unhealthy,141,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/4/2023 10:00,2023,1,4,10,151.1,202,Very Unhealthy,162,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/4/2023 11:00,2023,1,4,11,153.5,204,Very Unhealthy,160,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/4/2023 12:00,2023,1,4,12,159,209,Very Unhealthy,176,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/4/2023 13:00,2023,1,4,13,169.9,220,Very Unhealthy,192,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/4/2023 14:00,2023,1,4,14,185.8,236,Very Unhealthy,209,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/4/2023 15:00,2023,1,4,15,190.9,241,Very Unhealthy,200,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/4/2023 16:00,2023,1,4,16,191,241,Very Unhealthy,191,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/4/2023 17:00,2023,1,4,17,186.7,237,Very Unhealthy,179,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/4/2023 18:00,2023,1,4,18,186.3,236,Very Unhealthy,186,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/4/2023 19:00,2023,1,4,19,186,236,Very Unhealthy,185,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/4/2023 20:00,2023,1,4,20,190.7,241,Very Unhealthy,200,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/4/2023 21:00,2023,1,4,21,198.6,249,Very Unhealthy,220,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/4/2023 22:00,2023,1,4,22,197,247,Very Unhealthy,192,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/4/2023 23:00,2023,1,4,23,189.4,240,Very Unhealthy,167,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/5/2023 0:00,2023,1,5,0,187.9,238,Very Unhealthy,183,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/5/2023 1:00,2023,1,5,1,187.1,237,Very Unhealthy,185,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/5/2023 2:00,2023,1,5,2,186.6,237,Very Unhealthy,186,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/5/2023 3:00,2023,1,5,3,186.1,236,Very Unhealthy,185,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/5/2023 4:00,2023,1,5,4,186.5,237,Very Unhealthy,188,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/5/2023 5:00,2023,1,5,5,187.9,238,Very Unhealthy,192,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/5/2023 6:00,2023,1,5,6,187.5,238,Very Unhealthy,186,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/5/2023 7:00,2023,1,5,7,189.4,240,Very Unhealthy,195,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/5/2023 8:00,2023,1,5,8,191.9,242,Very Unhealthy,200,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/5/2023 9:00,2023,1,5,9,194.1,244,Very Unhealthy,207,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/5/2023 10:00,2023,1,5,10,203.6,254,Very Unhealthy,225,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/5/2023 11:00,2023,1,5,11,207.5,257,Very Unhealthy,229,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/5/2023 12:00,2023,1,5,12,225.9,276,Very Unhealthy,259,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/5/2023 13:00,2023,1,5,13,236.2,286,Very Unhealthy,260,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/5/2023 14:00,2023,1,5,14,240.5,290,Very Unhealthy,250,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/5/2023 15:00,2023,1,5,15,242.5,292,Very Unhealthy,247,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/5/2023 16:00,2023,1,5,16,241.4,291,Very Unhealthy,238,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/5/2023 17:00,2023,1,5,17,243,293,Very Unhealthy,246,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/5/2023 18:00,2023,1,5,18,247.2,297,Very Unhealthy,260,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/5/2023 19:00,2023,1,5,19,256.1,307,Hazardous,276,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/5/2023 20:00,2023,1,5,20,264.5,315,Hazardous,285,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/5/2023 21:00,2023,1,5,21,266.2,317,Hazardous,281,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/5/2023 22:00,2023,1,5,22,263.4,314,Hazardous,253,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/5/2023 23:00,2023,1,5,23,255.5,306,Hazardous,225,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/6/2023 0:00,2023,1,6,0,241.4,291,Very Unhealthy,208,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/6/2023 1:00,2023,1,6,1,231.5,281,Very Unhealthy,207,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/6/2023 2:00,2023,1,6,2,218.8,269,Very Unhealthy,197,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/6/2023 3:00,2023,1,6,3,211.9,262,Very Unhealthy,197,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/6/2023 4:00,2023,1,6,4,203.3,253,Very Unhealthy,190,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/6/2023 5:00,2023,1,6,5,197.1,247,Very Unhealthy,187,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/6/2023 6:00,2023,1,6,6,194.1,244,Very Unhealthy,189,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/6/2023 7:00,2023,1,6,7,194.6,245,Very Unhealthy,196,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/6/2023 8:00,2023,1,6,8,201.7,252,Very Unhealthy,216,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/6/2023 9:00,2023,1,6,9,210,260,Very Unhealthy,235,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/6/2023 10:00,2023,1,6,10,214.8,265,Very Unhealthy,238,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/6/2023 11:00,2023,1,6,11,220.3,270,Very Unhealthy,239,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/6/2023 12:00,2023,1,6,12,226.5,276,Very Unhealthy,243,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/6/2023 13:00,2023,1,6,13,231.1,281,Very Unhealthy,244,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/6/2023 14:00,2023,1,6,14,228.7,278,Very Unhealthy,220,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/6/2023 15:00,2023,1,6,15,225.5,275,Very Unhealthy,214,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/6/2023 16:00,2023,1,6,16,221.5,271,Very Unhealthy,208,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/6/2023 17:00,2023,1,6,17,217.4,267,Very Unhealthy,202,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/6/2023 18:00,2023,1,6,18,221.1,271,Very Unhealthy,230,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/6/2023 19:00,2023,1,6,19,229.9,280,Very Unhealthy,259,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/6/2023 20:00,2023,1,6,20,239.7,289,Very Unhealthy,267,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/6/2023 21:00,2023,1,6,21,246.1,296,Very Unhealthy,265,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/6/2023 22:00,2023,1,6,22,253.2,304,Hazardous,271,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/6/2023 23:00,2023,1,6,23,255.1,306,Hazardous,260,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/7/2023 0:00,2023,1,7,0,249.6,299,Very Unhealthy,234,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/7/2023 1:00,2023,1,7,1,241.6,291,Very Unhealthy,219,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/7/2023 2:00,2023,1,7,2,234.5,284,Very Unhealthy,214,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/7/2023 3:00,2023,1,7,3,229.8,280,Very Unhealthy,216,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/7/2023 4:00,2023,1,7,4,224.8,275,Very Unhealthy,210,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/7/2023 5:00,2023,1,7,5,223.7,274,Very Unhealthy,214,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/7/2023 6:00,2023,1,7,6,214.8,265,Very Unhealthy,198,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/7/2023 7:00,2023,1,7,7,211.6,262,Very Unhealthy,204,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/7/2023 8:00,2023,1,7,8,210.2,260,Very Unhealthy,208,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/7/2023 9:00,2023,1,7,9,199.6,250,Very Unhealthy,182,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/7/2023 10:00,2023,1,7,10,198.4,248,Very Unhealthy,194,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/7/2023 11:00,2023,1,7,11,202.8,253,Very Unhealthy,211,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/7/2023 12:00,2023,1,7,12,218.1,268,Very Unhealthy,257,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/7/2023 13:00,2023,1,7,13,243.5,293,Very Unhealthy,283,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/7/2023 14:00,2023,1,7,14,247.3,297,Very Unhealthy,254,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/7/2023 15:00,2023,1,7,15,245.5,295,Very Unhealthy,242,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/7/2023 16:00,2023,1,7,16,244.6,294,Very Unhealthy,243,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/7/2023 17:00,2023,1,7,17,243,293,Very Unhealthy,240,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/7/2023 18:00,2023,1,7,18,244.5,294,Very Unhealthy,247,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/7/2023 19:00,2023,1,7,19,234.7,284,Very Unhealthy,217,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/7/2023 20:00,2023,1,7,20,229.8,280,Very Unhealthy,221,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/7/2023 21:00,2023,1,7,21,223.5,273,Very Unhealthy,207,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/7/2023 22:00,2023,1,7,22,219.7,270,Very Unhealthy,205,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/7/2023 23:00,2023,1,7,23,222.1,272,Very Unhealthy,228,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/8/2023 0:00,2023,1,8,0,228.3,278,Very Unhealthy,245,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/8/2023 1:00,2023,1,8,1,244.2,294,Very Unhealthy,285,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/8/2023 2:00,2023,1,8,2,237.8,288,Very Unhealthy,222,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/8/2023 3:00,2023,1,8,3,223.8,274,Very Unhealthy,193,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/8/2023 4:00,2023,1,8,4,225.7,276,Very Unhealthy,230,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/8/2023 5:00,2023,1,8,5,235.2,285,Very Unhealthy,255,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/8/2023 6:00,2023,1,8,6,219.7,270,Very Unhealthy,189,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/8/2023 7:00,2023,1,8,7,204.9,255,Very Unhealthy,181,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/8/2023 8:00,2023,1,8,8,202,252,Very Unhealthy,197,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/8/2023 9:00,2023,1,8,9,199.8,250,Very Unhealthy,196,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/8/2023 10:00,2023,1,8,10,199.8,250,Very Unhealthy,200,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/8/2023 11:00,2023,1,8,11,205,255,Very Unhealthy,214,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/8/2023 12:00,2023,1,8,12,226.5,276,Very Unhealthy,264,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/8/2023 13:00,2023,1,8,13,248.4,298,Very Unhealthy,286,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/8/2023 14:00,2023,1,8,14,249.8,299,Very Unhealthy,252,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/8/2023 15:00,2023,1,8,15,250.7,301,Hazardous,252,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/8/2023 16:00,2023,1,8,16,256.3,307,Hazardous,266,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/8/2023 17:00,2023,1,8,17,263.2,314,Hazardous,275,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/8/2023 18:00,2023,1,8,18,276.1,326,Hazardous,295,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/8/2023 19:00,2023,1,8,19,347.6,397,Hazardous,414,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/8/2023 20:00,2023,1,8,20,448.8,466,Hazardous,550,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/8/2023 21:00,2023,1,8,21,473.9,482,Hazardous,499,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/8/2023 22:00,2023,1,8,22,451,467,Hazardous,428,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/8/2023 23:00,2023,1,8,23,453,469,Hazardous,455,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/9/2023 0:00,2023,1,9,0,388.5,426,Hazardous,324,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/9/2023 1:00,2023,1,9,1,354.2,403,Hazardous,320,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/9/2023 2:00,2023,1,9,2,312.1,362,Hazardous,270,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/9/2023 3:00,2023,1,9,3,274.5,325,Hazardous,237,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/9/2023 4:00,2023,1,9,4,246.2,296,Very Unhealthy,218,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/9/2023 5:00,2023,1,9,5,240.1,290,Very Unhealthy,234,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/9/2023 6:00,2023,1,9,6,234.5,284,Very Unhealthy,229,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/9/2023 7:00,2023,1,9,7,230.7,280,Very Unhealthy,227,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/9/2023 8:00,2023,1,9,8,235.3,285,Very Unhealthy,240,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/9/2023 9:00,2023,1,9,9,243.6,293,Very Unhealthy,252,UG/M3,1 Hr,Valid
