Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Dhaka,PM2.5 - Principal,1/22/2023 14:00,2023,1,22,14,172.2,223,Very Unhealthy,155,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/22/2023 15:00,2023,1,22,15,158,208,Very Unhealthy,144,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/22/2023 16:00,2023,1,22,16,166.5,217,Very Unhealthy,175,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/22/2023 17:00,2023,1,22,17,149.2,199,Unhealthy,132,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/22/2023 18:00,2023,1,22,18,176.6,227,Very Unhealthy,204,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/22/2023 19:00,2023,1,22,19,231.7,281,Very Unhealthy,287,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/22/2023 20:00,2023,1,22,20,316.4,366,Hazardous,401,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/22/2023 21:00,2023,1,22,21,340.2,390,Hazardous,364,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/22/2023 22:00,2023,1,22,22,370.1,414,Hazardous,400,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/22/2023 23:00,2023,1,22,23,416.5,445,Hazardous,463,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/23/2023 0:00,2023,1,23,0,399.3,433,Hazardous,382,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/23/2023 1:00,2023,1,23,1,432.6,455,Hazardous,466,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/23/2023 2:00,2023,1,23,2,362.3,409,Hazardous,292,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/23/2023 3:00,2023,1,23,3,306.1,356,Hazardous,250,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/23/2023 4:00,2023,1,23,4,271.6,322,Hazardous,237,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/23/2023 5:00,2023,1,23,5,251.3,302,Hazardous,231,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/23/2023 6:00,2023,1,23,6,256.6,307,Hazardous,262,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/23/2023 7:00,2023,1,23,7,314.8,365,Hazardous,373,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/23/2023 8:00,2023,1,23,8,307.4,357,Hazardous,300,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/23/2023 9:00,2023,1,23,9,337.7,387,Hazardous,368,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/23/2023 10:00,2023,1,23,10,355.8,405,Hazardous,374,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/23/2023 11:00,2023,1,23,11,319.4,369,Hazardous,283,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/23/2023 12:00,2023,1,23,12,285.1,335,Hazardous,251,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/23/2023 13:00,2023,1,23,13,267.9,318,Hazardous,228,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/23/2023 14:00,2023,1,23,14,270.6,321,Hazardous,275,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/23/2023 15:00,2023,1,23,15,262.6,313,Hazardous,250,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/23/2023 16:00,2023,1,23,16,258,308,Hazardous,251,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/23/2023 17:00,2023,1,23,17,258.4,309,Hazardous,259,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/23/2023 18:00,2023,1,23,18,279.8,330,Hazardous,313,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/23/2023 19:00,2023,1,23,19,325.5,375,Hazardous,389,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/23/2023 20:00,2023,1,23,20,392.9,429,Hazardous,451,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/23/2023 21:00,2023,1,23,21,363.3,409,Hazardous,333,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/23/2023 22:00,2023,1,23,22,334.4,384,Hazardous,305,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/23/2023 23:00,2023,1,23,23,311.4,361,Hazardous,288,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/24/2023 0:00,2023,1,24,0,291.4,342,Hazardous,271,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/24/2023 1:00,2023,1,24,1,301.8,352,Hazardous,310,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/24/2023 2:00,2023,1,24,2,292.5,343,Hazardous,281,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/24/2023 3:00,2023,1,24,3,246.8,296,Very Unhealthy,203,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/24/2023 4:00,2023,1,24,4,217.4,267,Very Unhealthy,188,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/24/2023 5:00,2023,1,24,5,196.7,247,Very Unhealthy,176,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/24/2023 6:00,2023,1,24,6,189.3,239,Very Unhealthy,182,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/24/2023 7:00,2023,1,24,7,208.6,259,Very Unhealthy,228,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/24/2023 8:00,2023,1,24,8,216.7,267,Very Unhealthy,226,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/24/2023 9:00,2023,1,24,9,228.1,278,Very Unhealthy,244,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/24/2023 10:00,2023,1,24,10,211.6,262,Very Unhealthy,190,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/24/2023 11:00,2023,1,24,11,197,247,Very Unhealthy,178,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/24/2023 12:00,2023,1,24,12,192.6,243,Very Unhealthy,187,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/24/2023 13:00,2023,1,24,13,184.3,234,Very Unhealthy,170,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/24/2023 14:00,2023,1,24,14,182.5,233,Very Unhealthy,170,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/24/2023 15:00,2023,1,24,15,178.9,229,Very Unhealthy,171,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/24/2023 16:00,2023,1,24,16,173.7,224,Very Unhealthy,165,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/24/2023 17:00,2023,1,24,17,167.9,218,Very Unhealthy,159,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/24/2023 18:00,2023,1,24,18,177.7,228,Very Unhealthy,196,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/24/2023 19:00,2023,1,24,19,208.7,259,Very Unhealthy,258,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/24/2023 20:00,2023,1,24,20,243.3,293,Very Unhealthy,282,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/24/2023 21:00,2023,1,24,21,250.1,300,Very Unhealthy,259,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/24/2023 22:00,2023,1,24,22,272.5,323,Hazardous,296,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/24/2023 23:00,2023,1,24,23,260.2,311,Hazardous,246,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/25/2023 0:00,2023,1,25,0,260.6,311,Hazardous,261,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/25/2023 1:00,2023,1,25,1,240.4,290,Very Unhealthy,217,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/25/2023 2:00,2023,1,25,2,219.4,269,Very Unhealthy,195,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/25/2023 3:00,2023,1,25,3,204.8,255,Very Unhealthy,188,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/25/2023 4:00,2023,1,25,4,221.1,271,Very Unhealthy,240,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/25/2023 5:00,2023,1,25,5,242.1,292,Very Unhealthy,276,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/25/2023 6:00,2023,1,25,6,245.8,295,Very Unhealthy,252,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/25/2023 7:00,2023,1,25,7,237,287,Very Unhealthy,222,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/25/2023 8:00,2023,1,25,8,341.5,391,Hazardous,447,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/25/2023 9:00,2023,1,25,9,342.3,392,Hazardous,343,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/25/2023 10:00,2023,1,25,10,298.6,349,Hazardous,255,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/25/2023 11:00,2023,1,25,11,254.3,305,Hazardous,210,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/25/2023 12:00,2023,1,25,12,216.1,266,Very Unhealthy,178,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/25/2023 13:00,2023,1,25,13,209.5,259,Very Unhealthy,203,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/25/2023 14:00,2023,1,25,14,208.2,258,Very Unhealthy,207,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/25/2023 15:00,2023,1,25,15,205.1,255,Very Unhealthy,202,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/25/2023 16:00,2023,1,25,16,199,249,Very Unhealthy,193,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/25/2023 17:00,2023,1,25,17,207.5,257,Very Unhealthy,216,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/25/2023 18:00,2023,1,25,18,221.2,271,Very Unhealthy,235,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/25/2023 19:00,2023,1,25,19,259.6,310,Hazardous,298,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/25/2023 20:00,2023,1,25,20,321.8,372,Hazardous,384,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/25/2023 21:00,2023,1,25,21,306.8,357,Hazardous,292,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/25/2023 22:00,2023,1,25,22,318.4,368,Hazardous,330,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/25/2023 23:00,2023,1,25,23,346.2,396,Hazardous,374,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/26/2023 0:00,2023,1,26,0,353.5,403,Hazardous,361,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/26/2023 1:00,2023,1,26,1,336.3,386,Hazardous,319,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/26/2023 2:00,2023,1,26,2,306.3,356,Hazardous,276,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/26/2023 3:00,2023,1,26,3,331,381,Hazardous,356,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/26/2023 4:00,2023,1,26,4,339.7,389,Hazardous,352,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/26/2023 5:00,2023,1,26,5,322,372,Hazardous,296,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/26/2023 6:00,2023,1,26,6,376.1,418,Hazardous,458,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/26/2023 7:00,2023,1,26,7,558.7,539,Hazardous,729,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/26/2023 8:00,2023,1,26,8,476.3,484,Hazardous,394,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/26/2023 9:00,2023,1,26,9,442.7,462,Hazardous,409,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/26/2023 10:00,2023,1,26,10,392.8,429,Hazardous,343,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/26/2023 11:00,2023,1,26,11,334.4,384,Hazardous,276,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/26/2023 12:00,2023,1,26,12,286.1,336,Hazardous,238,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/26/2023 13:00,2023,1,26,13,275,325,Hazardous,264,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/26/2023 14:00,2023,1,26,14,284,334,Hazardous,293,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/26/2023 15:00,2023,1,26,15,290,340,Hazardous,296,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/26/2023 16:00,2023,1,26,16,268.9,319,Hazardous,248,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/26/2023 17:00,2023,1,26,17,266.9,317,Hazardous,265,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/26/2023 18:00,2023,1,26,18,273.4,324,Hazardous,280,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/26/2023 19:00,2023,1,26,19,278.7,329,Hazardous,286,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/26/2023 20:00,2023,1,26,20,300.1,350,Hazardous,330,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/26/2023 21:00,2023,1,26,21,296.2,346,Hazardous,302,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/26/2023 22:00,2023,1,26,22,288.4,339,Hazardous,273,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/26/2023 23:00,2023,1,26,23,300,350,Hazardous,329,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/27/2023 0:00,2023,1,27,0,422.8,449,Hazardous,537,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/27/2023 1:00,2023,1,27,1,490.9,494,Hazardous,559,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/27/2023 2:00,2023,1,27,2,432.4,455,Hazardous,374,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/27/2023 3:00,2023,1,27,3,424.7,450,Hazardous,417,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/27/2023 4:00,2023,1,27,4,448.4,466,Hazardous,472,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/27/2023 5:00,2023,1,27,5,434.7,457,Hazardous,421,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/27/2023 6:00,2023,1,27,6,373.3,416,Hazardous,312,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/27/2023 7:00,2023,1,27,7,330.1,380,Hazardous,287,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/27/2023 8:00,2023,1,27,8,303,353,Hazardous,276,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/27/2023 9:00,2023,1,27,9,274.5,325,Hazardous,246,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/27/2023 10:00,2023,1,27,10,260.7,311,Hazardous,247,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/27/2023 11:00,2023,1,27,11,229.8,280,Very Unhealthy,199,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/27/2023 12:00,2023,1,27,12,206.8,257,Very Unhealthy,184,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/27/2023 13:00,2023,1,27,13,186.3,236,Very Unhealthy,166,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/27/2023 14:00,2023,1,27,14,169.6,220,Very Unhealthy,153,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/27/2023 15:00,2023,1,27,15,146.2,198,Unhealthy,123,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/27/2023 16:00,2023,1,27,16,130.6,190,Unhealthy,115,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/27/2023 17:00,2023,1,27,17,118.2,183,Unhealthy,106,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/27/2023 18:00,2023,1,27,18,126.1,187,Unhealthy,134,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/27/2023 19:00,2023,1,27,19,133,191,Unhealthy,140,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/27/2023 20:00,2023,1,27,20,132,190,Unhealthy,131,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/27/2023 21:00,2023,1,27,21,136.9,193,Unhealthy,142,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/27/2023 22:00,2023,1,27,22,147.9,199,Unhealthy,161,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/27/2023 23:00,2023,1,27,23,157.8,208,Very Unhealthy,173,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/28/2023 0:00,2023,1,28,0,163.2,214,Very Unhealthy,174,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/28/2023 1:00,2023,1,28,1,163.5,214,Very Unhealthy,164,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/28/2023 2:00,2023,1,28,2,156.6,207,Very Unhealthy,146,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/28/2023 3:00,2023,1,28,3,150.9,201,Very Unhealthy,142,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/28/2023 4:00,2023,1,28,4,158.4,209,Very Unhealthy,170,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/28/2023 5:00,2023,1,28,5,159.2,210,Very Unhealthy,165,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/28/2023 6:00,2023,1,28,6,163.2,214,Very Unhealthy,174,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/28/2023 7:00,2023,1,28,7,168.8,219,Very Unhealthy,181,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/28/2023 8:00,2023,1,28,8,186.4,237,Very Unhealthy,216,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/28/2023 9:00,2023,1,28,9,197.2,247,Very Unhealthy,217,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/28/2023 10:00,2023,1,28,10,196.9,247,Very Unhealthy,196,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/28/2023 11:00,2023,1,28,11,183.4,234,Very Unhealthy,158,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/28/2023 12:00,2023,1,28,12,170.7,221,Very Unhealthy,147,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/28/2023 13:00,2023,1,28,13,162.8,213,Very Unhealthy,148,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/28/2023 14:00,2023,1,28,14,153.2,204,Very Unhealthy,138,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/28/2023 15:00,2023,1,28,15,153.8,204,Very Unhealthy,155,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/28/2023 16:00,2023,1,28,16,137.5,193,Unhealthy,120,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/28/2023 17:00,2023,1,28,17,139.5,194,Unhealthy,142,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/28/2023 18:00,2023,1,28,18,155.8,206,Very Unhealthy,176,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/28/2023 19:00,2023,1,28,19,163.9,214,Very Unhealthy,174,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/28/2023 20:00,2023,1,28,20,177.8,228,Very Unhealthy,195,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/28/2023 21:00,2023,1,28,21,183.5,234,Very Unhealthy,197,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/28/2023 22:00,2023,1,28,22,191.5,242,Very Unhealthy,202,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/28/2023 23:00,2023,1,28,23,185.6,236,Very Unhealthy,177,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/29/2023 0:00,2023,1,29,0,184.1,234,Very Unhealthy,182,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/29/2023 1:00,2023,1,29,1,191.9,242,Very Unhealthy,203,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/29/2023 2:00,2023,1,29,2,193.2,243,Very Unhealthy,195,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/29/2023 3:00,2023,1,29,3,194.3,244,Very Unhealthy,196,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/29/2023 4:00,2023,1,29,4,188.5,239,Very Unhealthy,178,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/29/2023 5:00,2023,1,29,5,182.3,233,Very Unhealthy,159,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/29/2023 6:00,2023,1,29,6,178.9,229,Very Unhealthy,167,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/29/2023 7:00,2023,1,29,7,179.6,230,Very Unhealthy,182,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/29/2023 8:00,2023,1,29,8,181.6,232,Very Unhealthy,189,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/29/2023 9:00,2023,1,29,9,188.1,238,Very Unhealthy,209,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/29/2023 10:00,2023,1,29,10,183.9,234,Very Unhealthy,172,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/29/2023 11:00,2023,1,29,11,180,230,Very Unhealthy,168,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/29/2023 12:00,2023,1,29,12,179,229,Very Unhealthy,176,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/29/2023 13:00,2023,1,29,13,177.8,228,Very Unhealthy,175,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/29/2023 14:00,2023,1,29,14,177.9,228,Very Unhealthy,179,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/29/2023 15:00,2023,1,29,15,178.5,229,Very Unhealthy,181,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/29/2023 16:00,2023,1,29,16,166.2,217,Very Unhealthy,141,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/29/2023 17:00,2023,1,29,17,156.8,207,Very Unhealthy,139,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/29/2023 18:00,2023,1,29,18,165.9,216,Very Unhealthy,184,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/29/2023 19:00,2023,1,29,19,193,243,Very Unhealthy,233,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/29/2023 20:00,2023,1,29,20,213.5,263,Very Unhealthy,240,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/29/2023 21:00,2023,1,29,21,242.3,292,Very Unhealthy,268,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/29/2023 22:00,2023,1,29,22,276,326,Hazardous,308,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/29/2023 23:00,2023,1,29,23,311,361,Hazardous,346,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/30/2023 0:00,2023,1,30,0,312.5,362,Hazardous,314,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/30/2023 1:00,2023,1,30,1,312.7,363,Hazardous,313,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/30/2023 2:00,2023,1,30,2,323.9,374,Hazardous,335,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/30/2023 3:00,2023,1,30,3,317.9,368,Hazardous,312,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/30/2023 4:00,2023,1,30,4,333,383,Hazardous,348,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/30/2023 5:00,2023,1,30,5,313.6,364,Hazardous,293,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/30/2023 6:00,2023,1,30,6,320.5,370,Hazardous,331,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/30/2023 7:00,2023,1,30,7,300.3,350,Hazardous,256,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/30/2023 8:00,2023,1,30,8,296.1,346,Hazardous,277,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/30/2023 9:00,2023,1,30,9,301.7,352,Hazardous,316,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/30/2023 10:00,2023,1,30,10,300.9,351,Hazardous,299,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/30/2023 11:00,2023,1,30,11,256.1,307,Hazardous,199,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/30/2023 12:00,2023,1,30,12,193.5,244,Very Unhealthy,138,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/30/2023 13:00,2023,1,30,13,143.2,196,Unhealthy,93,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/30/2023 14:00,2023,1,30,14,118,183,Unhealthy,93,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/30/2023 15:00,2023,1,30,15,109.5,179,Unhealthy,101,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/30/2023 16:00,2023,1,30,16,109.7,179,Unhealthy,110,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/30/2023 17:00,2023,1,30,17,117.3,183,Unhealthy,125,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/30/2023 18:00,2023,1,30,18,130.1,190,Unhealthy,143,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/30/2023 19:00,2023,1,30,19,170,220,Very Unhealthy,210,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/30/2023 20:00,2023,1,30,20,250,300,Very Unhealthy,330,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/30/2023 21:00,2023,1,30,21,279,329,Hazardous,308,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/30/2023 22:00,2023,1,30,22,330.5,380,Hazardous,382,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/30/2023 23:00,2023,1,30,23,363.2,409,Hazardous,396,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/31/2023 0:00,2023,1,31,0,394.1,430,Hazardous,425,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/31/2023 1:00,2023,1,31,1,374.6,417,Hazardous,355,UG/M3,1 Hr,Valid
